ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,isa,isaLabel,parent,parentLabel,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q6217040,Johannes Virolainen's cabinet,1964-01-01,9,1964-09-12,11,,,1966-05-27,11,Q2366737,Finnish Government,,,,,,,Q4412105,Reino Lehto's cabinet,Q10650451,Rafael Paasio's first cabinet
,Q10650451,Rafael Paasio's first cabinet,1966-01-01,9,1966-05-27,11,,,1968-03-22,11,Q2366737,Finnish Government,,,,,,,Q6217040,Johannes Virolainen's cabinet,Q3374582,Mauno Koivisto's first cabinet
,Q3374582,Mauno Koivisto's first cabinet,1968-01-01,9,1968-03-22,11,,,1970-05-14,11,Q2366737,Finnish Government,,,,,,,Q10650451,Rafael Paasio's first cabinet,Q3359402,Teuvo Aura's first cabinet
,Q3359402,Teuvo Aura's first cabinet,1970-01-01,9,1970-05-14,11,,,1970-07-15,11,Q11901671,non-partisan caretaker government,,,,,,,Q3374582,Mauno Koivisto's first cabinet,Q3374313,Ahti Karjalainen's second cabinet
,Q3359402,Teuvo Aura's first cabinet,1970-01-01,9,1970-05-14,11,,,1970-07-15,11,Q2366737,Finnish Government,,,,,,,Q3374582,Mauno Koivisto's first cabinet,Q3374313,Ahti Karjalainen's second cabinet
,Q10650403,Teuvo Aura's second cabinet,1971-01-01,9,1971-10-29,11,,,1972-02-23,11,Q11901671,non-partisan caretaker government,,,,,,,Q3374313,Ahti Karjalainen's second cabinet,Q10650452,Rafael Paasio's second cabinet
,Q10650403,Teuvo Aura's second cabinet,1971-01-01,9,1971-10-29,11,,,1972-02-23,11,Q2366737,Finnish Government,,,,,,,Q3374313,Ahti Karjalainen's second cabinet,Q10650452,Rafael Paasio's second cabinet
,Q10650452,Rafael Paasio's second cabinet,1972-02-23,11,1972-02-23,11,1972-09-04,11,1972-09-04,11,Q2366737,Finnish Government,,,,,,,Q10650403,Teuvo Aura's second cabinet,Q10650462,Kalevi Sorsa's first cabinet
,Q10650462,Kalevi Sorsa's first cabinet,1972-09-04,11,1972-09-04,11,1975-06-13,11,1975-06-13,11,Q2366737,Finnish Government,,,,,,,Q10650452,Rafael Paasio's second cabinet,Q10650442,Keijo Liinamaa's cabinet
,Q10650442,Keijo Liinamaa's cabinet,1975-01-01,9,1975-06-13,11,,,1975-11-30,11,Q11901671,non-partisan caretaker government,,,,,,,Q10650462,Kalevi Sorsa's first cabinet,Q10650448,Martti Miettunen's second cabinet
,Q10650442,Keijo Liinamaa's cabinet,1975-01-01,9,1975-06-13,11,,,1975-11-30,11,Q2366737,Finnish Government,,,,,,,Q10650462,Kalevi Sorsa's first cabinet,Q10650448,Martti Miettunen's second cabinet
,Q10650461,Kalevi Sorsa's second cabinet,1977-05-15,11,1977-05-15,11,1979-05-26,11,1979-05-26,11,Q2366737,Finnish Government,,,,,,,Q10650449,Martti Miettunen's third cabinet,Q10650440,Mauno Koivisto's second cabinet
,Q10650440,Mauno Koivisto's second cabinet,1979-05-26,11,1979-05-26,11,1982-02-19,11,1982-02-19,11,Q2366737,Finnish Government,,,,,,,Q10650461,Kalevi Sorsa's second cabinet,Q10650464,Kalevi Sorsa's third cabinet
,Q10650464,Kalevi Sorsa's third cabinet,1982-02-19,11,1982-02-19,11,1983-05-06,11,1983-05-06,11,Q2366737,Finnish Government,,,,,,,Q10650440,Mauno Koivisto's second cabinet,Q3112478,Kalevi Sorsa's fourth cabinet
,Q3112478,Kalevi Sorsa's fourth cabinet,1983-05-06,11,1983-05-06,11,1987-04-30,11,1987-04-30,11,Q2366737,Finnish Government,,,,,Q3112126,Harri Holkeri's cabinet,Q10650464,Kalevi Sorsa's third cabinet,Q3112126,Harri Holkeri's cabinet
,Q3112126,Harri Holkeri's cabinet,1987-04-30,11,1987-04-30,11,1991-04-26,11,1991-04-26,11,Q15238777,legislative term,,,Q3112478,Kalevi Sorsa's fourth cabinet,Q3110497,Esko Aho's cabinet,Q3112478,Kalevi Sorsa's fourth cabinet,Q3110497,Esko Aho's cabinet
,Q3112126,Harri Holkeri's cabinet,1987-04-30,11,1987-04-30,11,1991-04-26,11,1991-04-26,11,Q2366737,Finnish Government,,,Q3112478,Kalevi Sorsa's fourth cabinet,Q3110497,Esko Aho's cabinet,Q3112478,Kalevi Sorsa's fourth cabinet,Q3110497,Esko Aho's cabinet
,Q3110497,Esko Aho's cabinet,1991-04-26,11,1991-04-26,11,1995-04-13,11,1995-04-01,11,Q2366737,Finnish Government,,,Q3112126,Harri Holkeri's cabinet,Q3110332,Paavo Lipponen's first cabinet,Q3112126,Harri Holkeri's cabinet,Q3110332,Paavo Lipponen's first cabinet
,Q1574803,Jyrki Katainen's cabinet,2011-06-22,11,2011-06-22,11,2014-06-24,11,2014-06-23,11,Q2366737,Finnish Government,,,Q1579733,Mari Kiviniemi's cabinet,Q17227278,Alexander Stubb's cabinet,Q1579733,Mari Kiviniemi's cabinet,Q17227278,Alexander Stubb's cabinet
,Q17227278,Alexander Stubb's cabinet,2014-06-24,11,2014-06-24,11,2015-05-29,11,2015-05-29,11,Q2366737,Finnish Government,,,Q1574803,Jyrki Katainen's cabinet,Q19876592,Juha Sipilä's cabinet,Q1574803,Jyrki Katainen's cabinet,Q19876592,Juha Sipilä's cabinet
74,Q19876592,Juha Sipilä's cabinet,2015-05-29,11,2015-05-29,11,2019-06-06,11,2019-06-05,11,Q2366737,Finnish Government,,,Q17227278,Alexander Stubb's cabinet,Q64340086,Antti Rinne's cabinet,Q17227278,Alexander Stubb's cabinet,Q64340086,Antti Rinne's cabinet
74,Q19876592,Juha Sipilä's cabinet,2015-05-29,11,2015-05-29,11,2019-06-06,11,2019-06-05,11,Q3112663,caretaker government,,,Q17227278,Alexander Stubb's cabinet,Q64340086,Antti Rinne's cabinet,Q17227278,Alexander Stubb's cabinet,Q64340086,Antti Rinne's cabinet
75,Q64340086,Antti Rinne's cabinet,2019-06-06,11,2019-06-06,11,2019-12-10,11,2019-12-10,11,Q2366737,Finnish Government,,,Q19876592,Juha Sipilä's cabinet,Q77972346,Sanna Marin's cabinet,Q19876592,Juha Sipilä's cabinet,Q77972346,Sanna Marin's cabinet
75,Q64340086,Antti Rinne's cabinet,2019-06-06,11,2019-06-06,11,2019-12-10,11,2019-12-10,11,Q2455328,majority government,,,Q19876592,Juha Sipilä's cabinet,Q77972346,Sanna Marin's cabinet,Q19876592,Juha Sipilä's cabinet,Q77972346,Sanna Marin's cabinet
75,Q64340086,Antti Rinne's cabinet,2019-06-06,11,2019-06-06,11,2019-12-10,11,2019-12-10,11,Q3112663,caretaker government,,,Q19876592,Juha Sipilä's cabinet,Q77972346,Sanna Marin's cabinet,Q19876592,Juha Sipilä's cabinet,Q77972346,Sanna Marin's cabinet
76,Q77972346,Sanna Marin's cabinet,2019-12-10,11,,,,,,,Q2366737,Finnish Government,,,Q64340086,Antti Rinne's cabinet,,,Q64340086,Antti Rinne's cabinet,,
76,Q77972346,Sanna Marin's cabinet,2019-12-10,11,,,,,,,Q2455328,majority government,,,Q64340086,Antti Rinne's cabinet,,,Q64340086,Antti Rinne's cabinet,,
